Tag(English),Tag(Japanese),Count
yuuka_(blue_archive),ユウカ（ブルーアーカイブ）,2
ash_ketchum,サトシ,2
two-tone_cape,ツートーンのケープ,2
yahagi_(kancolle),矢矧（艦これ）,2
ashiya_douman_(fate),蘆屋道満(Fate),2
uchiha_sasuke,うちはサスケ,2
white_stripes,白いストライプ,2
ujimatsu_chiya,宇治松千夜,2
bird_tail,鳥の尾,2
animal_ear_headwear,動物耳頭装飾,2
amatsukaze_(kancolle),天津風（艦これ）,2
blind,盲目,2
worried,心配そう,2
yamada_ryo,山田リョウ,2
assam_(girls_und_panzer),アッサム(ガールズ&パンツァー),2
undersized_clothes,小さすぎる服,2
undressing_another,他人の服を脱がす,2
white_headdress,白い頭飾り,2
9a-91_(girls'_frontline),9A-91(ドールズフロントライン),2
autobot,オートボット,2
ankh,アンク,2
berserker_(fate/zero),バーサーカー(Fate/Zero),2
vivio,ヴィヴィオ,2
yellow_pupils,黄色い瞳孔,2
yasogami_school_uniform,八十神高等学校制服,2
tone_(kancolle),利根（艦これ）,2
heart_(organ),心臓,2
hayashimo_(kancolle),早霜(艦これ),2
platelet_(hataraku_saibou),血小板(はたらく細胞),2
harem_pants,ハーレムパンツ,2
polka_dot_headwear,水玉頭装具,2
pomu_rainpuff,ぽむ・れいんぱふ,2
popped_collar,ポップドカラー,2
hair_lift,髪を持ち上げる,2
print_headwear,プリント頭装具,2
haguro_(kancolle),羽黒（艦これ）,2
h&k_ump,H&K UMP,2
group_name,グループ名,2
puffy_cheeks,ふっくら頬,2
heckler_&_koch,ヘッケラー&コッホ,2
purple_belt,紫ベルト,2
green_tank_top,緑色のタンクトップ,2
green_sclera,緑色の強膜,2
graf_zeppelin_(azur_lane),グラーフ・ツェッペリン(アズールレーン),2
gradient_clothes,グラデーション衣装,2
gon_freecss,ゴン＝フリークス,2
gold_necklace,金のネックレス,2
glowing_hair,輝く髪,2
ginkgo_leaf,銀杏の葉,2
real_life_insert,実写挿入,2
gertrud_barkhorn,ゲルトルート・バルクホルン,2
gastly,ゴース,2
futami_ami,双海亜美,2
holding_tablet_pc,タブレットPCを持つ,2
oribe_yasuna,折部やすな,2
humanization,擬人化,2
osaki_amana,大崎甘奈,2
oumae_kumiko,黄前久美子,2
huge_eyebrows,巨大な眉毛,2
huge_dildo,巨大なディルド,2
owl_ears,フクロウの耳,2
hoshino_ruby,星野ルビー,2
oyashio_(kancolle),親潮(艦これ),2
hoshimachi_suisei,星街すいせい,2
paizuri_invitation,パイズリのお誘い,2
holed_coin,穴の開いたコイン,2
holding_torch,トーチを持つ,2
furutaka_(kancolle),古鷹(艦これ),2
holding_pokemon,ポケモンを持っている,2
patterned,柄のある,2
pawpads,肉球,2
pendulum,振り子,2
holding_heart,ハートを持つ,2
holding_gohei,御幣を持っている,2
phoenix,フェニックス,2
hiyou_(kancolle),飛鷹(艦これ),2
pink_blood,ピンクの血,2
hinata_hajime,日向創,2
high-waist_pants,ハイウエストパンツ,2
hiei_(kancolle),比叡（艦これ）,2
shihouin_yoruichi,四楓院夜一,2
eyeliner,アイライナー,2
eyebrows_hidden_by_hair,髪に隠れた眉毛,2
season_connection,季節のつながり,2
senji_muramasa_(fate),千子村正(Fate),2
senketsu,鮮血,2
sento_isuzu,千斗いすず,2
serval_print,サーバル柄,2
ex-keine,慧音,2
euryale_(fate),エウリュアレ(Fate),2
sharp_toenails,鋭い爪,2
shell_necklace,貝殻のネックレス,2
elvaan,エルヴァーン,2
shield_on_back,背中に盾,2
fairy_(kancolle),妖精（艦これ）,2
shikinami_(kancolle),敷波（艦これ）,2
shima_rin,志摩リン,2
shiomi_kotone,塩見琴音,2
shirabe_ako,調辺アコ,2
shirakami_fubuki,白上フブキ,2
shirogane_noel,白銀ノエル,2
egg_hair_ornament,卵髪飾り,2
ear_ribbon,耳リボン,2
ear_blush,耳の赤らみ,2
dwarf,ドワーフ,2
drugs,ドラッグ,2
dixie_cup_hat,紙コップハット,2
riza_hawkeye,リザ・ホークアイ,2
furry_with_furry,ファーリー同士,2
fur_scarf,毛皮のスカーフ,2
fur_coat,毛皮コート,2
full-length_zipper,フルレングスジッパー,2
front_slit,フロントスリット,2
redesign,再デザイン,2
reisen_(touhou_bougetsushou),レイセン(東方儚月抄),2
reizei_mako,冷泉麻子,2
rena_erindel,レナ・エリエンデル,2
revy_(black_lagoon),レヴィ(ブラック・ラグーン),2
food_bite,食べ物をかじる,2
rice_on_face,顔に米粒,2
rice_shower_(umamusume),ライスシャワー（ウマ娘）,2
orange_tail,オレンジ色の尻尾,2
rotational_symmetry,回転対称,2
ruffling_hair,髪をクシャクシャにする,2
flat_cap,フラットキャップ,2
rx-78-2,RX-78-2,2
rydia_(ff4),リディア(FF4),2
sajo_yukimi,佐城雪美,2
sakata_gintoki,坂田銀時,2
sakawa_(kancolle),酒匂(艦これ),2
sakurajima_mai,桜島麻衣,2
fern_(sousou_no_frieren),フェルン（葬送のフリーレン）,2
saotome_ranma,早乙女乱馬,2
scepter,笏,2
mithra_(ff11),ミスラ（FF11）,2
lace_choker,レースチョーカー,2
meltryllis_(fate),メルトリリス（Fate）,2
la_pluma_(arknights),ラ・プルマ(アークナイツ),2
meowth,ニャース,2
meta,メタ,2
mew_(pokemon),ミュウ(ポケモン),2
mewtwo,ミュウツー,2
michishio_(kancolle),満潮（艦これ）,2
midoriya_izuku,緑谷出久,2
minase_iori,水瀬伊織,2
kotonoha_aoi,琴葉葵,2
mismatched_sclera,ミスマッチな強膜,2
misumi_nagisa,美墨なぎさ,2
ladybug,てんとう虫,2
konno_junko,紺野純子,2
miyako_yoshika,宮古芳香,2
miyamizu_mitsuha,宮水三葉,2
mole_on_stomach,お腹のほくろ,2
mononobe_no_futo,物部布都,2
monster_boy,モンスターボーイ,2
kiyohime_(fate),清姫（Fate）,2
motoori_kosuzu,本居小鈴,2
mouse_girl,ネズミ少女,2
multicolored_bodysuit,多色ボディスーツ,2
multicolored_bow,多色のリボン,2
kiryu_coco,桐生ココ,2
laura_bodewig,ラウラ・ボーデヴィッヒ,2
look-alike,似ている,2
lina_inverse,リナ＝インバース,2
lily_of_the_valley,スズラン,2
low_neckline,深いネックライン,2
light_brown_background,薄茶色の背景,2
m4a1_(girls'_frontline),M4A1(ドールズフロントライン),2
leona_heidern,レオナ・ハイデルン,2
magical_ruby,マジカルルビー,2
leaning,傾く,2
manaka_laala,真中らぁら,2
marie_(girls_und_panzer),マリー(ガールズ&パンツァー),2
marie_(splatoon),マリー（スプラトゥーン）,2
marina_(splatoon),イイダ(スプラトゥーン),2
multicolored_leotard,多色のレオタード,2
marshmallow,マシュマロ,2
marth_(fire_emblem),マルス(ファイアーエムブレム),2
martial_arts_belt,武道帯,2
matsuno_osomatsu,松野おそ松,2
matsuura_kanan,松浦果南,2
may_(pokemon),ハルカ（ポケモン）,2
mayuzumi_fuyuko,黛冬優子,2
lance_of_longinus_(evangelion),ロンギヌスの槍（エヴァンゲリオン）,2
median_furrow,胸の谷間,2
lain_paterson,レイン・パターソン,2
medicine_melancholy,メディスン・メランコリー,2
laffey_(azur_lane),ラフィー（アズールレーン）,2
isuzu_(kancolle),五十鈴(艦これ),2
jirachi,ジラーチ,2
obiage,帯揚げ,2
jigglypuff,プリン,2
jiangshi_costume,キョンシーの衣装,2
jeweled_branch_of_hourai,蓬莱の玉の枝,2
jetpack,ジェットパック,2
jervis_(kancolle),ジャーヴィス(艦これ),2
official_style,公式スタイル,2
japan_(hetalia),日本(ヘタリア),2
okabe_rintarou,岡部倫太郎,2
okada_izou_(fate),岡田以蔵(Fate),2
olga_marie_animusphere,オルガマリー・アニムスフィア,2
ivan_karelin,イワン・カレリン,2
jouga_maya,条河麻耶,2
isshiki_iroha,一色いろは,2
isonami_(kancolle),磯波(艦これ),2
on_stool,スツールの上,2
ooarai_(emblem),大洗（エンブレム）,2
oohashi_high_school_uniform,大橋高校の制服,2
infection_monitor_(arknights),感染モニター(アークナイツ),2
ice_wings,氷の翼,2
orange_pants,オレンジのパンツ,2
orange_pantyhose,オレンジのパンスト,2
i-no,イノ,2
i-8_(kancolle),伊8（艦これ）,2
orange_socks,オレンジ色の靴下,2
nanairogaoka_middle_school_uniform,七色ヶ丘中学校制服,2
multicolored_scarf,多色のスカーフ,2
kirishima_(kancolle),霧島（艦これ）,2
multiple_bracelets,複数のブレスレット,2
multiple_horns,複数の角,2
kirigiri_kyoko,霧切響子,2
murasa_minamitsu,村紗水蜜,2
kido_tsubomi,木戸つぼみ,2
myoukou_(kancolle),妙高(艦これ),2
mysterious_heroine_x_alter_(fate),謎のヒロインXオルタ(Fate),2
nachi_(kancolle),那智(艦これ),2
nakano_ichika,中野一花,2
keith_goodman,キース・グッドマン,2
kazanari_tsubasa,風鳴翼,2
griffin_&_kryuger_military_uniform,グリフィン＆クルーガーの軍服,2
natsu_megumi,夏恵,2
neck_ruff,首輪フリル,2
kasumi_(doa),かすみ(DOA),2
karyl_(summer)_(princess_connect!),キャル(サマー)(プリンセスコネクト!),2
nekomusume,猫娘,2
nekomusume_(gegege_no_kitarou_6),猫娘(ゲゲゲの鬼太郎 第6作),2
kariya_masaki,狩屋マサキ,2
nero_claudius_(fate),ネロ・クラウディウス（Fate）,2
new_school_swimsuit,新式スクール水着,2
kadotani_anzu,角谷杏,2
noses_touching,鼻を触れ合わせる,2
nostrils,鼻孔,2
charizard,リザードン,2
cum_in_nose,鼻の中に精液,2
cocktail_dress,カクテルドレス,2
soldier_(dq3),戦士(DQ3),2
briefs,ブリーフ,2
chained_wrists,鎖でつながれた手首,2
swastika,卍,2
common_raccoon_(kemono_friends),アライグマ（けものフレンズ）,2
cure_peace,キュアピース,2
tarot_(medium),タロット（媒体）,2
coattails,燕尾,2
chara_(undertale),キャラ(アンダーテイル),2
cartridge,カートリッジ,2
bremerton_(azur_lane),ブレマートン（アズールレーン）,2
boy_sandwich,ボーイサンドイッチ,2
sonic_the_hedgehog,ソニック・ザ・ヘッジホッグ,2
super_crown,スーパークラウン,2
suou_momoko,周防桃子,2
suomi_(girls'_frontline),Suomi(ドールズフロントライン),2
charlotte_(madoka_magica),お菓子の魔女（まどか☆マギカ）,2
cloud_strife,クラウド・ストライフ,2
charlotte_dunois,シャルロット・デュノア,2
cleveland_(azur_lane),クリーブランド(アズールレーン),2
coin_on_string,紐の上のコイン,2
star-shaped_eyewear,星型のアイウェア,2
teana_lanster,ティアナ・ランスター,2
crosshatching,クロスハッチング,2
star_hat_ornament,帽子の星飾り,2
snivy,ツタージャ,2
buster_sword,バスターソード,2
symbol_in_eye,目のシンボル,2
teasing,からかう,2
bullying,いじめ,2
temari_ball,手まり,2
coat_dress,コートドレス,2
ta-class_battleship,た級戦艦,2
tendou_akane,天道あかね,2
tengu,天狗,2
cropped_arms,切り取られた腕,2
colored_tongue,色付き舌,2
coconut_tree,ココナツの木,2
cassock,カソック,2
tatsumaki,タツマキ,2
tentacle_hair,触手髪,2
sol_badguy,ソル・バッドガイ,2
single_garter_strap,シングルガーターストラップ,2
checkered_scarf,チェックマフラー,2
chouzetsusaikawa_tenshi-chan,超絶最かわてんしちゃん,2
chocola_(nekopara),ショコラ(ネコぱら),2
toga,トーガ,2
tohsaka_tokiomi,遠坂時臣,2
sukajan,スカジャン,2
condensation,結露,2
souseiseki,蒼星石,2
sister_claire,シスター・クレア,2
sophie_(tales),ソフィ(テイルズ),2
tokino_sora,ときのそら,2
takanashi_rikka,小鳥遊六花,2
chinese_zodiac,十二支,2
dio_brando,ディオ・ブランドー,2
stripper,ストリッパー,2
takatsuki_yayoi,高槻やよい,2
camouflage_headwear,迷彩柄の頭飾り,2
corrin_(fire_emblem),カムイ（ファイアーエムブレム）,2
sunny_milk,サニーミルク,2
skirt_set,スカートセット,2
charmander,ヒトカゲ,2
squeans,スクーンズ,2
skull_necklace,スカルネックレス,2
darjeeling_(girls_und_panzer),ダージリン（ガールズ&パンツァー）,2
checkered_bow,チェック柄のリボン,2
squid,イカ,2
cable_tail,ケーブルの尻尾,2
strapless_bottom,ストラップレスのボトム,2
kashino_(azur_lane),樫野(アズールレーン),1
king_dedede,デデデ大王,1
tracer_(overwatch),トレーサー(オーバーウォッチ),1
t-head_admiral,T字頭の提督,1
king_(chess),キング (チェス),1
killua_zoldyck,キルア＝ゾルディック,1
kasumi_kai_ni_(kancolle),霞改二(艦これ),1
ikusaba_mukuro,戦刃むくろ,1
kirigaya_suguha,桐ヶ谷直葉,1
nekomata_okayu,猫又おかゆ,1
takami_chika,高海千歌,1
aino_minako,愛野美奈子,1
blue_brooch,青のブローチ,1
sword_of_hisou,飛双の剣,1
takimoto_hifumi,滝本ひふみ,1
kirin_(armor),麒麟（鎧）,1
nepgear,ネプギア,1
cat_mask,猫のマスク,1
winged_footwear,翼付き履物,1
nail_bat,釘バット,1
multiple_drawing_challenge,複数描画チャレンジ,1
ajirogasa,網代笠,1
trading_card,トレーディングカード,1
kenzaki_makoto,剣崎真琴,1
carrying_under_arm,脇に抱えて運ぶ,1
nakiri_erina,薙切えりな,1
kazama_asuka,風間飛鳥,1
nami_(one_piece),ナミ（ONE PIECE）,1
tachibana_hibiki_(symphogear),立花響(シンフォギア),1
naegi_makoto,苗木誠,1
nanami_chiaki,七海千秋,1
takarada_rikka,宝多六花,1
nanami_yachiyo,七海やちよ,1
naka_(kancolle),那珂（艦これ）,1
kayneth_el-melloi_archibald,ケイネス・エルメロイ・アーチボルト,1
kawashima_momo,川島桃,1
katsuragi_misato,葛城ミサト,1
nadia_la_arwall,ナディア・ラ・アルウォール,1
katsuki_yuuri,勝生勇利,1
keqing_(genshin_impact),刻晴（原神）,1
takanashi_kiara,小鳥遊キアラ,1
takane_lui,鷹嶺ルイ,1
suit_jacket,スーツジャケット,1
transparent_wings,透明な翼,1
character_hair_ornament,キャラクター髪飾り,1
obliques,脇腹,1
jester,ジェスター,1
white_snake,白蛇,1
okazaki_yumemi,岡崎夢美,1
okita_souji_(fate),沖田総司（Fate）,1
okita_souji_(koha-ace),沖田総司（コハエース）,1
jakuzure_nonon,蛇崩乃音,1
jack_the_ripper_(fate/apocrypha),ジャック・ザ・リッパー（Fate/Apocrypha）,1
anastasia_(fate),アナスタシア（Fate）,1
italian_text,イタリア語のテキスト,1
suletta_mercury,スレッタ・マーキュリー,1
ancient_greek_clothes,古代ギリシャの服,1
isekai_joucho,異世界情緒,1
char_aznable,シャア・アズナブル,1
iori_(blue_archive),イオリ(ブルーアーカイブ),1
invisible_chair,見えない椅子,1
instagram_username,Instagramユーザー名,1
onmyouji,陰陽師,1
tri_tails,三つ尾,1
suiseiseki,翠星石,1
inkling_player_character,インクリング（プレイヤーキャラクター）,1
ink_(medium),インク (媒体),1
ingo_(pokemon),ノボリ(ポケモン),1
blob,ブロブ,1
in_bucket,バケツの中,1
in-franchise_crossover,同シリーズクロスオーバー,1
implied_yaoi,示唆されたヤオイ,1
orange_ascot,オレンジアスコット,1
otokura_yuuki,乙倉悠貴,1
no_feet,足がない,1
trainer_(umamusume),トレーナー（ウマ娘）,1
nia_(xenoblade),ニア（ゼノブレイド）,1
akigumo_(kancolle),秋雲（艦これ）,1
akita_neru,亞北ネル,1
nibutani_shinka,丹生谷森夏,1
kanshou_&_bakuya_(fate),干将・莫邪（Fate）,1
akizuki_ryo,秋月涼,1
ninomae_ina'nis,一伊那尓す,1
kanna_kamui,カンナカムイ,1
alastor_(shakugan_no_shana),アラストール(灼眼のシャナ),1
kamui_gakupo,神威がくぽ,1
winding_key,巻き鍵,1
nishikigi_chisato,錦木千束,1
alcremie,マホイップ,1
kaku_seiga,霍青娥,1
nero_claudius_(fate/extra),ネロ・クラウディウス（Fate/Extra）,1
kaga_(azur_lane),加賀（アズールレーン）,1
alice_zuberg,アリス・ツーベルク,1
noelle_(genshin_impact),ノエル(原神),1
alina_gray,アリナ・グレイ,1
noh_mask,能面,1
kafka_(honkai:_star_rail),カフカ（崩壊：スターレイル）,1
northern_ocean_princess,北方棲姫,1
centauroid,タルス,1
kadomatsu,門松,1
trait_connection,特徴関連,1
noshiro_(kancolle),能代(艦これ),1
jujutsu_tech_uniform,呪術高専の制服,1
joy-con,Joy-Con,1
joseph_joestar_(young),若き日のジョセフ・ジョースター,1
jolteon,サンダース,1
box_art,ボックスアート,1
mask_around_neck,首にかけたマスク,1
yoroizuka_mizore,鎧塚みぞれ,1
latias,ラティアス,1
yotsuba_alice,四葉ありす,1
body_freckles,体のそばかす,1
torchic,アチャモ,1
yozora_mel,夜空メル,1
yuffie_kisaragi,ユフィ・キサラギ,1
box_of_chocolates,チョコレートの箱,1
masked,仮面をつけた,1
2017,2017年,1
yukihana_lamy,雪花ラミィ,1
toe_cleavage,つま先の谷間,1
maria_cadenzavna_eve,マリア・カデンツァヴナ・イヴ,1
yukishiro_honoka,雪城ほのか,1
le_malin_(azur_lane),ル・マラン(アズールレーン),1
manga_cover,漫画の表紙,1
leaf_umbrella,葉っぱの傘,1
throwing_knife,投擲ナイフ,1
bulging_eyes,飛び出た目,1
bucket_hat,バケットハット,1
tepig,ポカブ,1
themed_object,テーマのあるオブジェクト,1
medea_(fate),メディア(Fate),1
lana_(pokemon),スイレン（ポケモン）,1
brown_serafuku,茶色のセーラー服,1
brown_bikini,茶色のビキニ,1
bowsette,クッパ姫,1
large_hat,大きな帽子,1
bridle,馬勒,1
matou_kariya,間桐雁夜,1
2021,2021年,1
matoi_(pso2),マトイ(PSO2),1
masu,枡,1
last_order_(toaru_majutsu_no_index),打ち止め(とある魔術の禁書目録),1
latex_bodysuit,ラテックスボディスーツ,1
zombie_pose,ゾンビのポーズ,1
lucky_beast_(kemono_friends),ラッキービースト(けものフレンズ),1
tokiwadai_school_uniform,常盤台中学制服,1
zero_two_(darling_in_the_franxx),ゼロツー（ダーリン・イン・ザ・フランキス）,1
