Tag(English),Tag(Japanese)
lunamaria_hawke,ルナマリア・ホーク
lusamine_(pokemon),ルザミーネ(ポケモン)
lyn_(fire_emblem),リン(ファイアーエムブレム)
lynette_bishop,リネット・ビショップ
lyria_(granblue_fantasy),ルリア(グランブルーファンタジー)
m16a1_(girls'_frontline),M16A1(少女前線)
m200_(girls'_frontline),M200(少女前線)
machine,機械
madoka_runes,まどかルーン
madotsuki,窓付き
magatama_earrings,勾玉イヤリング
magical_musket,魔法銃
makaino_ririmu,魔界のりりむ
makinami_mari_illustrious,真希波・マリ・イラストリアス
makise_kurisu,牧瀬紅莉栖
marie_(girls_und_panzer),マリー(ガールズ&パンツァー)
marnie_(pokemon),マリィ(ポケモン)
mast,マスト
matsumoto_rangiku,松本乱菊
matsuno_choromatsu,松野チョロ松
matsuno_karamatsu,松野カラ松
matsuura_kanan,松浦かんな
may_(guilty_gear),メイ(ギルティギア)
me-tan,めーたん
mechanical_parts,機械部品
medea_(fate),メディア(Fate)
megaphone,メガホン
meltryllis_(swimsuit_lancer)_(fate),メルトリリス(水着ランサー)(Fate)
mercy_(overwatch),マーシー(オーバーウォッチ)
merlin_(fate),マーリン(Fate)
messy_room,散らかった部屋
mewtwo,ミュウツー
midair,空中
midoriya_izuku,緑谷出久
mifune_miyu,御船みゆ
mikasa_ackerman,ミカサ・アッカーマン
mikazuki_munechika,三日月宗近
mikisugi_aikurou,美木杉愛九郎
mikuma_(kancolle),三隈(艦隊これくしょん)
mikumikudance,ミクミクダンス
military_operator,軍事オペレーター
mimikyu,ミミッキュ
mimura_kanako,三村かな子
minamoto_no_raikou_(fate),源頼光(Fate)
minamoto_sakura,源桜
minase_akiko,水瀬亜季子
minato_yukina,湊友希那
minazuki_karen,水無月かれん
minna-dietlinde_wilcke,ミーナ・ディートリンデ・ヴィルケ
mioda_ibuki,澪田イブキ
mismatched_pubic_hair,不一致陰毛
misumi_nagisa,三角渚
miura_azusa,三浦あずさ
mizuno_ami,水野亜美
mogami_(kancolle),最上(艦隊これくしょん)
mole_on_ass,尻のほくろ
mole_on_stomach,腹のほくろ
mole_on_thigh,太もものほくろ
momozono_love,桃園ラブ
monster_hunter_(character),モンスターハンター(キャラ)
morgiana,モルジアナ
morino_rinze,森野林檎
morning,朝
morrigan_aensland,モリガン・アーンスランド
mouse_girl,ネズミ少女
mouse_tail,ネズミの尾
mudkip,ミズゴロウ
mukai_takumi,向井拓海
multicolored_skin,多色肌
multicolored_skirt,多色スカート
multiple_crossover,複数クロスオーバー
multiple_heads,複数の頭
multiple_monochrome,複数モノクロ
multiple_others,複数他人
multiple_piercings,複数ピアス
mumei_(kabaneri),無名(甲鉄城)
murasaki_shikibu_(fate),紫式部(Fate)
muscular_female,筋肉質女性
musical_note_print,音符プリント
mutsu_(kancolle),陸奥(艦隊これくしょん)
myoukou_(kancolle),妙高(艦隊これくしょん)
mysterious_heroine_x_(alter)_(fate),謎のヒロインX(オルタ)(Fate)
nachi_(kancolle),那智(艦隊これくしょん)
nadia_la_arwall,ナディア・ラ・アルウォール
nagato_(kancolle),長門(艦隊これくしょん)
nagatsuki_(kancolle),長月(艦隊これくしょん)
nagi_(kannagi),ナギ(かんなぎ)
naginata,薙刀
naked_cloak,裸マント
naked_overalls,裸オーバーオール
nakoruru,ナコルル
naoe_riki,直江理樹
naoetsu_high_school_uniform,直江津高校制服
napkin,ナプキン
native_american,ネイティブアメリカン
natori_sana,名取さな
natsuki_(doki_doki_literature_club),ナツキ(ドキドキ文芸部)
natsume_rin,夏目燐
naval_uniform,海軍制服
navel_hair,へそ周りの毛
navel_piercing,へそピアス
neck_ring,首輪
necktie_removed,ネクタイ外し
neckwear_between_breasts,胸間の首飾り
needle,針
negligee,ネグリジェ
nekomusume,猫娘
nero_claudius_(fate/extra),ネロ・クラウディウス(Fate/EXTRA)
nero_claudius_(swimsuit_caster)_(fate),ネロ・クラウディウス(水着キャスター)(Fate)
netorare,寝取られ
nib_pen_(medium),ペン先(画材)
nibutani_shinka,丹生谷森夏
niijima_makoto,新島真
nishi_kinuyo,西衣絹
nishizumi_shiho,西住しほ
non-human_admiral_(kancolle),非人間提督(艦隊これくしょん)
nonna_(girls_und_panzer),ノンナ(ガールズ&パンツァー)
nose,鼻
nose_ring,鼻リング
numbers_(nanoha),ナンバーズ(なのは)
nunnally_lamperouge,ナナリー・ランペルージ
ogasawara_sachiko,小笠原祥子
ohtsuki_yui,大月ゆい
oikawa_shizuku,及川雫
okita_souji_(alter)_(fate),沖田総司(オルタ)(Fate)
oktavia_von_seckendorff,オクタヴィア・フォン・ゼッケンドルフ
on_person,人上
on_vehicle,車両上
one-eyed,片目
ooarai_military_uniform,大洗軍服
ooi_(kancolle),大井(艦隊これくしょん)
oomori_yuuko,大森ゆうこ
open_robe,開けローブ
open_vest,開けベスト
opening_door,ドア開け
optimus_prime,オプティマスプライム
orange_bodysuit,オレンジボディスーツ
orange_footwear,オレンジ履物
orange_gloves,オレンジ手袋
orange_hairband,オレンジヘアバンド
orange_shorts,オレンジショーツ
osakabe-hime_(fate),玉藻前(Fate)
oshawott,ミジュマル
oshino_ougi,忍野扇
otaku,オタク
over-kneehighs,オーバーニーソックス
oversized_animal,特大動物
overskirt,オーバースカート
panda_ears,パンダ耳
pant_suit,パンツスーツ
pants_rolled_up,パンツ巻き上げ
panty_lift,パンティ持ち上げ
paradis_military_uniform,パラディ軍服
parted_hair,分け目髪
partially_unbuttoned,部分的にボタン外し
partially_visible_anus,部分的に可視肛門
passionlip_(fate),パッションリップ(Fate)
pastel_(medium),パステル(画材)
patchwork_skin,パッチワーク肌
pectoral_cleavage,胸筋の谷間
peeking,覗き見
peeping,のぞき
pegasus_knight_uniform_(fire_emblem),天馬騎士制服(ファイアーエムブレム)
pentacle,五芒星
people,人々
pepperoni_(girls_und_panzer),ペパロニ(ガールズ&パンツァー)
perky_breasts,張った胸
perth_(kancolle),パース(艦隊これくしょん)
phonograph,蓄音機
phosphophyllite,フォスフォフィライト
pichu,ピチュー
pilot,パイロット
pink_blouse,ピンクブラウス
pink_bodysuit,ピンクボディスーツ
pink_cape,ピンクケープ
pink_hakama,ピンク袴
pink_sleeves,ピンク袖
pipes,パイプ
piplup,ポッチャマ
platform_boots,プラットフォームブーツ
pleated_dress,プリーツドレス
plugsuit,プラグスーツ
pokemon_move,ポケモン技
pokemon_on_head,頭上のポケモン
pompadour,ポマード
portrait_(object),肖像画(物体)
pov_crotch,股間POV
power_armor,パワーアーマー
power_suit,パワースーツ
pravda_school_uniform,プラウダ学園制服
prehensile_tail,把握可能な尾
princess_zelda,ゼルダ姫
prinz_eugen_(kancolle),プリンツ・オイゲン(艦隊これくしょん)
profanity,冒涜
prosthesis,義肢
prototype,プロトタイプ
pubic_hair_peek,陰毛のぞき
puckered_lips,すぼめた唇
purple_bodysuit,紫ボディスーツ
purple_coat,紫コート
purple_footwear,紫履物
purple_heart,パープルハート
purple_hoodie,紫フーディ
purple_lips,紫唇
purple_skin,紫肌
purple_vest,紫ベスト
pussy_peek,マンコのぞき
qing_guanmao,清官帽
raccoon_girl,アライグマ少女
radio_antenna,ラジオアンテナ
raimon_soccer_uniform,雷門サッカー制服
rainbow_gradient,虹グラデーション
raphtalia,ラフタリア
rat,ラット
red_(pokemon),レッド(ポケモン)
red_apron,赤エプロン
red_bodysuit,赤ボディスーツ
red_lips,赤唇
red_oni,赤鬼
red_skin,赤肌
redesign,再設計
reisen_(touhou_bougetsushou),鈴仙(東方儚月抄)
revy_(black_lagoon),レヴィ(ブラック・ラグーン)
ri-class_heavy_cruiser,リ級重巡洋艦
ribbed_dress,リブドレス
ribbed_leotard,リブレオタード
ribbon-trimmed_clothes,リボン縁取り衣装
ribbon-trimmed_panties,リボン縁取りパンティ
ribs,肋骨
richelieu_(kancolle),リシュリュー(艦隊これくしょん)
rimuru_tempest,リムル・テンペスト
ringo_(touhou),橙(東方)
rita_rossweisse,リタ・ロスヴァイセ
riven_(league_of_legends),リヴン(リーグ・オブ・レジェンド)
rolling_eyes,白目
roma_(kancolle),ローマ(艦隊これくしょん)
romaji_text,ローマ字テキスト
rosa_farrell,ローザ・ファレル
rosehip_(girls_und_panzer),ローズヒップ(ガールズ&パンツァー)
roswaal_mansion_maid_uniform,ロズワール邸メイド服
roto,ロト
round-bottom_flask,丸底フラスコ
ru-class_battleship,ル級戦艦
sado_(kancolle),佐渡(艦隊これくしょん)
sailor_collar_lift,セーラー襟持ち上げ
sailor_moon,セーラームーン
sailor_senshi_uniform,セーラー戦士制服
sailor_shirt,セーラーシャツ
sainan_high_school_uniform,西園高校制服
sakuragaoka_high_school_uniform,桜ヶ丘高校制服
sakurai_momoka,桜井ももか
samus_aran,サムス・アラン
sanpaku,三白眼
saotome_alto,早乙女アルト
sapphire_(gemstone),サファイア(宝石)
saren_(princess_connect!),サレン(プリンセスコネクト!)
sasaki_chiho,佐々木千穂
satonaka_chie,里中千枝
satsuki_(kancolle),皐月(艦隊これくしょん)
saunders_military_uniform,サンダース軍服
saury,秋刀魚
saw,ノコギリ
scar_across_eye,目の傷跡
scar_on_chest,胸の傷跡
scar_on_forehead,額の傷跡
scathach_skadi_(fate),スカサハ＝スカディ(Fate)
schwertkreuz,シュヴェルトクロイツ
scissor_blade,ハサミブレード
scoop_neck,スクープネック
screaming,叫び
screw,ネジ
searchlight,サーチライト
see-through_sleeves,透け袖
seigaiha,青海波
selection_university_military_uniform,選抜大学軍服
selfcest,自己セスト
selvaria_bles,セルベリア・ブレス
semiramis_(fate),セミラミス(Fate)
senbei,せんべい
senjougahara_hitagi,戦場ヶ原ひたぎ
sephiroth,セフィロス
serena_(pokemon),セレナ(ポケモン)
serizawa_asahi,芹沢あさひ
sex_machine,セックスマシン
shading_eyes,陰影目
shaking,震え
shako_cap,シャコー帽
shamal,シャマル
shampoo_(ranma_1/2),シャンプー(らんま1/2)
shana,シャナ
shanghai_doll,上海人形
sharp_toenails,尖った爪先
sheer_legwear,シア脚衣
sheffield_(azur_lane),シェフィールド(アズールレーン)
shell_bikini,貝ビキニ
shidare_hotaru,しだれホタル
shindan_maker,診断メーカー
shinku,真紅
shiny_legwear,光沢脚衣
shiny_pokemon,色違いポケモン
shiomi_kotone,汐見琴音
shirase_sakuya,白瀬咲耶
shiratsuyu_(kancolle),白露(艦隊これくしょん)
shirayuki_(kancolle),白雪(艦隊これくしょん)
shirogane_naoto,白鐘直斗
shoebill_(kemono_friends),ショウビル(けものフレンズ)
shokudaikiri_mitsutada,燭切光忠
shorts_around_one_leg,片足ショーツ
shoulder_cannon,肩砲
shoulder_holster,肩ホルスター
shoulder_spikes,肩スパイク
showgirl_skirt,ショーガールスカート
shrug_(clothing),シュラグ(服)
shuten_douji_(fate),酒呑童子(Fate)
shuuchiin_academy_uniform,秀知院学園制服
side_cutout,サイドカットアウト
silica,シリカ
silver_(pokemon),シルバー(ポケモン)
single_bare_shoulder,片肌脱ぎ
single_mechanical_arm,片方機械腕
single_pantsleg,片足パンツ
single_sleeve,片袖
siro_(dennou_shoujo_youtuber_siro),シロ(電脳少女YouTuberシロ)
skeleton_print,骸骨プリント
skin-covered_horns,皮膚覆い角
skin_fangs,肌牙
skirt_set,スカートセット
slapping,平手打ち
slashing,斬撃
sleeve_grab,袖掴み
sleeveless_jacket,ノースリーブジャケット
sleeves_folded_up,袖まくり
slime_girl,スライム少女
sling,スリング
smirk,ニヤリ
snout,鼻面
snowball,雪玉
song_name,曲名
sonoda_chiyoko,園田千代子
soul_gem,ソウルジェム
sound_effects,効果音
souryuu_(kancolle),蒼龍(艦隊これくしょん)
sparse_pubic_hair,まばら陰毛
spinning,回転
splattershot_(splatoon),スプラシューター(スプラトゥーン)
split_mouth,割れた口
split_ponytail,割れポニーテール
spray_can,スプレー缶
springfield_(girls'_frontline),スプリングフィールド(少女前線)
squirrel_tail,リス尾
st._chronica_academy_uniform,聖クロニカ学園制服
st._gloriana's_military_uniform,セントグロリアーナ軍服
stand_(jojo),スタンド(ジョジョ)
star_halo,星ハロー
star_sapphire,スターサファイア
stealth_sex,隠れセックス
steaming_body,湯気立つ体
steampunk,スチームパンク
stepped_on,踏まれる
stirrup_legwear,あぶみ脚衣
stitched_face,縫合顔
strangling,絞め
strapless_bottom,ストラップレスボトム
strappy_heels,ストラッピーヒール
stray_pubic_hair,迷い陰毛
studded_belt,スタッドベルト
subaru_nakajima,中島昴
suit_jacket,スーツジャケット
sunny_milk,サニーミルク
suou_momoko,周防桃子
super_robot,スーパーロボット
suzutsuki_(kancolle),涼月(艦隊これくしょん)
sweater_around_waist,腰巻きセーター
swim_briefs,水泳ブリーフ
ta-class_battleship,タ級戦艦
tail_hug,尾抱擁
tainaka_ritsu,田井中律
takanashi_rikka,小鳥遊六花
tashkent_(kancolle),タシュケント(艦隊これくしょん)
tate_eboshi,立烏帽子
tatsumaki,タツマキ
taur,ケンタウロス体
teana_lanster,ティアナ・ランスター
temari_(naruto),テマリ(ナルト)
ten'ou_haruka,天王はるか
tentacle_hair,触手髪
tepig,ポカブ
texture,質感
thai_text,タイ語テキスト
theft,窃盗
thick_thighs,太もも
thighhighs_under_boots,ブーツ下ニーハイ
tight,タイト
tight_pants,タイトパンツ
time_paradox,時間矛盾
tina_branford,ティナ・ブランフォード
tire,タイヤ
todoroki_shouto,轟焦凍
toe_ring,つま先リング
tohru_(maidragon),トール(小林さんちのメイドラゴン)
tokiko_(touhou),朱鷺子(東方)
tokisaki_kurumi,時崎狂三
tokitsukaze_(kancolle),時津風(艦隊これくしょん)
tomoe_hotaru,土萠ほたる
tomori_nao,友利奈緒
tone_(kancolle),利根(艦隊これくしょん)
torn_scarf,破れたスカーフ
torpedo,魚雷
totodile,ワニノコ
toyokawa_fuuka,豊川風花
transformation,変身
travel_attendant,旅行添乗員
triangle,三角形
triforce,トライフォース
trigram,八卦
tsunade_(naruto),ツナデ(ナルト)
tsurime,ツリ目
tsurumaki_kokoro,弦巻こころ
tulip_hat,チューリップハット
turban,ターバン
two-sided_cape,両面ケープ
two-sided_fabric,両面布
two-tone_dress,ツートーンドレス
two-tone_skin,ツートーン肌
two-tone_swimsuit,ツートーン水着
typo,誤字
umbreon,ブラッキー
unaligned_breasts,非対称胸
unbuttoned_shirt,シャツ開け
uncommon_stimulation,特殊刺激
uneven_eyes,不均等な目
unryuu_(kancolle),雲龍(艦隊これくしょん)
usada_hikaru,宇佐美ひかる
utsumi_erise,内海繪里瀬
uzaki_hana,宇崎花
v-neck,Vネック
valkyrie,ヴァルキリー
vampy,ヴァンピー
vaporeon,シャワーズ
vial,小瓶
viera,ヴィエラ
viktor_nikiforov,ヴィクトル・ニキフォロフ
violet_evergarden,ヴァイオレット・エヴァーガーデン
vira_(granblue_fantasy),ヴィラ(グランブルーファンタジー)
voyeurism,盗撮
waiter,ウェイター
wakasagihime,わかさぎ姫
walkie-talkie,トランシーバー
wallet,財布
wardrobe_error,ワードローブエラー
watanabe_you,渡辺曜
watatsuki_no_toyohime,綿月豊姫
watching_television,テレビ視聴
watercolor_pencil_(medium),水彩色鉛筆(画材)
weibo_username,微博ユーザー名
weighing_scale,体重計
weight_conscious,体重意識
weightlifting,重量挙げ
white_cloak,白マント
white_day,ホワイトデー
white_headband,白ヘアバンド
white_necktie,白ネクタイ
white_sash,白サッシュ
white_serafuku,白セーラー服
white_suit,白スーツ
wicked_dragon_witch_ver._shinjuku_1999,魔竜魔女ver.新宿1999
wide_hips,広い腰
winged_helmet,翼付き兜
winry_rockbell,ウィンリィ・ロックベル
winter_uniform,冬制服
wo-class_aircraft_carrier,ヲ級空母
wolf_girl,狼少女
world_war_ii,第二次世界大戦
wrestling,レスリング
wrestling_outfit,レスリング衣装
wrong_feet,逆足
yagen_toushirou,薬研藤四郎
yamabuki_inori,山吹祈里
yamada_elf,山田エルフ
yamagou_ayumi,山谷あゆみ
yamakaze_(kancolle),山風(艦隊これくしょん)
yamanaka_sawako,山中さわ子
yamato_(kancolle),大和(艦隊これくしょん)
yaoyorozu_momo,八百万百
year_of_the_dog,戌年
year_of_the_pig,亥年
yellow_coat,黄コート
yellow_gloves,黄手袋
yellow_sleeves,黄袖
